,class,pred
99,DSCT,RR
100,CEP,CEP
101,RR,RR
102,RRc,RRc
103,RRc,RRc
104,CEP,CEP
105,RRc,RRc
106,CEP,RR
107,CEP,CEP
108,RR,RR
109,RR,RRc
110,RR,RR
111,CEP,CEP
112,DSCT,DSCT
113,CEP,RR
114,DSCT,DSCT
115,RRc,RRc
116,CEP,CEP
117,RRc,RRc
118,DSCT,CEP
119,CEP,CEP
120,CEP,DSCT
121,RR,RR
122,DSCT,DSCT
123,CEP,CEP
124,RRc,RRc
125,DSCT,RRc
126,CEP,CEP
127,CEP,DSCT
128,CEP,CEP
129,DSCT,DSCT
130,RRc,CEP
131,DSCT,DSCT
132,DSCT,DSCT
133,CEP,CEP
134,DSCT,DSCT
135,DSCT,DSCT
136,CEP,CEP
137,CEP,CEP
138,DSCT,DSCT
139,RR,RR
140,CEP,DSCT
141,RR,RR
142,RRc,CEP
143,RRc,RRc
144,RRc,RRc
145,RR,RR
146,RRc,RRc
147,RR,RR
148,CEP,RR
149,CEP,CEP
150,RR,RR
151,CEP,CEP
152,RR,RR
153,RR,RR
154,RR,RR
155,RRc,RRc
156,RR,DSCT
157,RR,RR
158,CEP,DSCT
159,DSCT,DSCT
160,DSCT,DSCT
161,DSCT,DSCT
162,CEP,CEP
163,DSCT,DSCT
164,CEP,DSCT
165,RRc,RRc
166,RR,RR
167,RR,RR
168,RR,RR
169,RR,RRc
170,RR,RR
171,RRc,RRc
172,RRc,CEP
173,RR,RR
174,RRc,DSCT
175,DSCT,DSCT
176,DSCT,DSCT
177,RRc,CEP
178,CEP,CEP
179,CEP,RRc
180,DSCT,DSCT
181,DSCT,DSCT
182,RRc,DSCT
183,RRc,RRc
184,RR,RR
185,RRc,DSCT
186,CEP,CEP
187,DSCT,DSCT
188,RR,RR
189,DSCT,DSCT
190,RRc,RRc
191,DSCT,DSCT
192,DSCT,DSCT
193,CEP,CEP
194,DSCT,RR
195,RR,RR
196,RRc,RRc
197,RRc,RRc
198,RRc,CEP
199,CEP,CEP
200,DSCT,DSCT
201,RR,RR
202,DSCT,DSCT
203,RRc,RRc
204,CEP,CEP
205,DSCT,DSCT
206,RRc,DSCT
207,DSCT,DSCT
208,RR,RR
209,RRc,RRc
210,DSCT,RR
211,RRc,RR
212,RRc,RRc
213,RRc,RRc
214,RRc,RRc
215,RRc,CEP
216,RRc,RRc
217,RRc,CEP
218,CEP,DSCT
219,RRc,RRc
220,CEP,DSCT
221,RR,RR
222,RR,RR
223,CEP,RR
224,RRc,RRc
225,RRc,RRc
226,RR,RRc
227,RR,RR
228,CEP,CEP
229,RR,RR
230,RR,RR
231,CEP,RR
232,RRc,RRc
233,DSCT,DSCT
234,RR,CEP
235,RRc,RRc
236,RRc,RRc
237,DSCT,DSCT
238,RRc,RRc
239,CEP,RRc
240,RRc,RRc
241,DSCT,DSCT
242,CEP,RR
243,CEP,CEP
244,RR,RR
245,DSCT,DSCT
246,CEP,RRc
247,DSCT,DSCT
248,RRc,RRc
249,CEP,CEP
250,CEP,DSCT
251,DSCT,DSCT
252,RR,RR
253,RRc,DSCT
254,RRc,DSCT
255,RRc,RRc
256,DSCT,DSCT
257,DSCT,DSCT
258,CEP,CEP
259,RRc,RRc
260,CEP,CEP
261,CEP,RR
262,RRc,RRc
263,RRc,RRc
264,RR,RR
265,DSCT,DSCT
266,RRc,RRc
267,RR,RR
268,RR,CEP
269,RR,RR
270,DSCT,DSCT
271,RRc,RRc
272,CEP,CEP
273,CEP,RR
274,DSCT,DSCT
275,RRc,RRc
276,DSCT,DSCT
277,RR,CEP
278,CEP,RRc
279,RRc,RRc
280,RRc,CEP
281,DSCT,DSCT
282,DSCT,DSCT
283,CEP,DSCT
284,DSCT,DSCT
285,RRc,RRc
286,RRc,RRc
287,RRc,RRc
288,CEP,RRc
289,RR,RRc
290,CEP,CEP
291,RR,RR
292,CEP,CEP
293,DSCT,DSCT
294,RR,RR
295,RR,RR
296,CEP,DSCT
297,RRc,RRc
298,DSCT,DSCT
299,RR,RR
300,CEP,RR
301,RRc,RRc
302,RR,CEP
303,RRc,RRc
304,RRc,RRc
305,DSCT,DSCT
306,CEP,RRc
307,RR,RR
308,RRc,DSCT
309,RRc,RRc
310,RR,DSCT
311,CEP,CEP
312,RRc,RRc
313,DSCT,DSCT
314,CEP,RRc
315,RRc,RRc
316,RR,RR
317,RRc,CEP
318,CEP,DSCT
319,RRc,RRc
320,RR,DSCT
321,RR,CEP
322,RR,RR
323,RRc,RRc
324,RRc,RRc
325,CEP,CEP
326,RR,RR
327,DSCT,DSCT
328,RRc,DSCT
329,DSCT,DSCT
330,CEP,RR
331,RR,RR
332,DSCT,RR
333,CEP,DSCT
334,DSCT,DSCT
335,RR,RR
336,DSCT,DSCT
337,RRc,RRc
338,DSCT,DSCT
339,CEP,CEP
340,DSCT,CEP
341,RRc,RRc
342,CEP,CEP
343,CEP,RR
344,CEP,CEP
345,CEP,RR
346,RR,RR
347,DSCT,DSCT
348,CEP,CEP
349,RR,RR
350,RRc,DSCT
351,DSCT,DSCT
352,RRc,RRc
353,CEP,CEP
354,RRc,RRc
355,RR,RR
356,RR,RR
357,CEP,CEP
358,DSCT,DSCT
359,RR,RR
360,DSCT,DSCT
361,DSCT,DSCT
362,RR,RR
363,RRc,RR
364,CEP,CEP
365,RR,RR
366,RR,RR
367,DSCT,DSCT
368,RR,RR
369,RR,RR
370,RRc,RRc
371,CEP,RR
372,RR,RR
373,DSCT,DSCT
374,RR,RR
375,CEP,CEP
376,DSCT,DSCT
377,RR,RR
378,RRc,CEP
379,CEP,RR
380,RRc,RRc
381,CEP,CEP
382,RRc,RRc
383,CEP,DSCT
384,CEP,CEP
385,RR,RRc
386,CEP,CEP
387,RRc,RRc
388,DSCT,DSCT
389,CEP,DSCT
390,DSCT,DSCT
391,RRc,CEP
392,DSCT,RRc
393,RR,RR
394,CEP,CEP
395,RR,RRc
396,CEP,CEP
397,RR,CEP
398,RRc,CEP
399,RR,RR
400,DSCT,DSCT
401,RRc,RRc
402,RRc,RRc
403,RR,RRc
404,DSCT,RR
405,DSCT,DSCT
406,CEP,CEP
407,DSCT,DSCT
408,DSCT,DSCT
409,CEP,DSCT
410,RRc,CEP
411,RRc,CEP
412,CEP,CEP
413,DSCT,DSCT
414,RR,RR
415,RR,RR
416,RR,RR
417,DSCT,DSCT
418,DSCT,DSCT
419,RRc,RRc
420,RRc,RRc
421,RR,RR
422,RR,RR
423,CEP,DSCT
424,DSCT,DSCT
425,RR,RR
426,DSCT,DSCT
427,RR,RRc
428,DSCT,CEP
429,DSCT,DSCT
430,CEP,CEP
431,RRc,RRc
432,CEP,CEP
433,RR,RRc
434,DSCT,RR
435,RR,RRc
436,RR,RR
437,DSCT,DSCT
438,RRc,RRc
439,RR,RRc
440,RR,RR
441,RR,RRc
442,RR,RR
443,CEP,RR
444,RRc,RRc
445,RR,RRc
446,RRc,RRc
447,RRc,DSCT
448,RR,RRc
449,DSCT,DSCT
450,RR,RR
451,RRc,RRc
452,RR,RR
453,RR,RR
454,RR,RRc
455,CEP,CEP
456,RR,RR
457,DSCT,DSCT
458,RR,RR
459,RRc,DSCT
460,CEP,DSCT
461,CEP,CEP
462,CEP,CEP
463,DSCT,CEP
464,CEP,CEP
465,RR,RR
466,DSCT,CEP
467,DSCT,DSCT
468,RRc,RRc
469,DSCT,DSCT
470,CEP,CEP
471,RR,RR
472,RR,RR
473,RRc,RRc
474,RR,RR
475,CEP,CEP
476,CEP,CEP
477,CEP,CEP
478,RR,RR
479,CEP,DSCT
480,CEP,CEP
481,CEP,RR
482,DSCT,RRc
483,CEP,CEP
484,RRc,RR
485,RR,RR
486,RRc,RR
487,CEP,RRc
488,DSCT,RRc
489,RR,RR
490,RRc,RRc
491,CEP,CEP
492,RR,RRc
493,RRc,RRc
494,RR,RR
495,RR,RR
496,DSCT,DSCT
497,CEP,CEP
498,RR,RRc
499,CEP,CEP
500,CEP,CEP
501,DSCT,DSCT
502,RR,RR
503,RRc,RRc
504,CEP,RRc
505,RRc,RRc
506,RR,CEP
507,CEP,RR
508,CEP,CEP
509,RR,RR
510,CEP,CEP
511,RR,CEP
512,RRc,RRc
513,DSCT,CEP
514,DSCT,RR
515,RRc,RRc
516,CEP,CEP
517,RR,CEP
518,RR,RRc
519,RRc,RRc
520,DSCT,DSCT
521,CEP,CEP
522,RR,RR
523,RR,RR
524,RRc,RRc
525,CEP,DSCT
526,RR,RR
527,DSCT,DSCT
528,RRc,RRc
529,RRc,RRc
530,RRc,CEP
531,CEP,RR
532,RRc,RRc
533,RRc,RRc
534,RR,RR
535,RRc,CEP
536,DSCT,DSCT
537,CEP,RR
538,RR,RR
539,RRc,RRc
540,RR,RRc
541,RR,RRc
542,RRc,RR
543,CEP,CEP
544,RRc,RRc
545,RRc,RRc
546,RR,RR
547,RRc,RRc
548,RRc,DSCT
549,RRc,CEP
550,CEP,CEP
551,CEP,CEP
552,DSCT,DSCT
553,CEP,CEP
554,DSCT,RRc
555,DSCT,DSCT
556,CEP,DSCT
557,DSCT,DSCT
558,CEP,CEP
559,RRc,RRc
560,RR,CEP
561,CEP,CEP
562,RRc,CEP
563,DSCT,DSCT
564,RRc,DSCT
565,DSCT,DSCT
566,DSCT,DSCT
567,CEP,DSCT
568,CEP,RR
569,RR,RR
570,DSCT,DSCT
571,CEP,DSCT
572,RR,RR
573,DSCT,DSCT
574,RR,RR
575,RRc,RRc
576,CEP,CEP
577,CEP,DSCT
578,CEP,CEP
579,RRc,RRc
580,CEP,RR
581,DSCT,DSCT
582,RRc,RRc
583,DSCT,DSCT
584,RR,RR
585,RR,RR
586,DSCT,DSCT
587,RRc,RRc
588,RR,RR
589,RR,RR
590,RRc,DSCT
591,RRc,RRc
592,RR,RR
593,RR,RR
594,RR,RR
595,CEP,CEP
596,RR,RR
597,CEP,CEP
598,DSCT,DSCT
599,RRc,RRc
600,RRc,CEP
601,RR,RR
602,RRc,RRc
603,RRc,RR
604,RR,RR
605,RR,RRc
606,DSCT,DSCT
607,DSCT,DSCT
608,DSCT,RR
609,CEP,CEP
610,RRc,CEP
611,RR,RR
612,RR,RR
613,DSCT,RRc
614,CEP,CEP
615,RR,RR
616,CEP,RRc
617,RR,RRc
618,RR,RR
619,RR,RR
620,CEP,DSCT
621,CEP,CEP
622,RR,CEP
623,RR,RR
624,RR,CEP
625,DSCT,DSCT
626,DSCT,DSCT
627,CEP,DSCT
628,DSCT,CEP
629,CEP,RR
630,DSCT,DSCT
631,DSCT,DSCT
632,DSCT,DSCT
633,DSCT,DSCT
634,DSCT,RR
635,DSCT,DSCT
636,RRc,RRc
637,RRc,RRc
638,DSCT,DSCT
639,DSCT,RR
640,CEP,DSCT
641,DSCT,DSCT
642,CEP,RRc
643,CEP,CEP
644,CEP,RR
645,RR,RR
646,RR,RR
647,DSCT,DSCT
648,RR,CEP
649,DSCT,DSCT
650,DSCT,DSCT
651,DSCT,DSCT
652,RR,RR
653,RR,RRc
654,CEP,RRc
655,RR,RR
656,DSCT,DSCT
657,DSCT,CEP
658,DSCT,DSCT
659,RR,RR
660,DSCT,RR
661,DSCT,DSCT
662,RR,RR
663,RRc,RRc
664,DSCT,DSCT
665,CEP,RRc
666,DSCT,DSCT
667,DSCT,DSCT
668,CEP,CEP
669,RR,RR
670,DSCT,DSCT
671,CEP,CEP
672,RRc,RRc
673,RRc,RRc
674,RR,RR
675,RRc,CEP
676,RR,RR
677,DSCT,CEP
678,RRc,RRc
679,CEP,CEP
680,DSCT,RR
681,RRc,RRc
682,RRc,RRc
683,CEP,DSCT
684,RR,RR
685,RRc,DSCT
686,RR,RR
687,CEP,CEP
688,CEP,CEP
689,CEP,CEP
690,RR,RR
691,RR,RR
692,DSCT,DSCT
693,RRc,RRc
694,RRc,RRc
695,DSCT,DSCT
696,DSCT,DSCT
697,CEP,DSCT
698,CEP,CEP
699,CEP,CEP
700,DSCT,DSCT
701,DSCT,DSCT
702,RRc,RRc
703,CEP,CEP
704,RR,RR
705,RRc,CEP
706,DSCT,DSCT
707,CEP,CEP
708,RR,RR
709,RRc,RRc
710,DSCT,DSCT
711,CEP,CEP
712,DSCT,DSCT
713,RRc,RRc
714,RR,RRc
715,RRc,DSCT
716,RRc,RRc
717,RRc,RRc
718,CEP,CEP
719,RR,RR
720,RR,RR
721,CEP,RR
722,RRc,RRc
723,DSCT,DSCT
724,RRc,RRc
725,RRc,RRc
726,DSCT,DSCT
727,RR,RRc
728,CEP,CEP
729,DSCT,DSCT
730,RRc,RR
731,DSCT,DSCT
732,RR,RR
733,RRc,RRc
734,CEP,DSCT
735,DSCT,DSCT
736,RR,CEP
