,class,pred
134,DSCT,DSCT
135,RRc,RRc
136,RR,RR
137,RR,RR
138,RR,RR
139,CEP,CEP
140,RRc,RRc
141,DSCT,DSCT
142,CEP,CEP
143,RRc,CEP
144,DSCT,DSCT
145,DSCT,DSCT
146,DSCT,DSCT
147,RRc,RRc
148,RRc,RRc
149,RRc,RRc
150,CEP,CEP
151,RR,RR
152,CEP,RR
153,RRc,CEP
154,DSCT,DSCT
155,DSCT,DSCT
156,CEP,CEP
157,CEP,RR
158,DSCT,DSCT
159,CEP,CEP
160,RRc,RRc
161,DSCT,DSCT
162,RR,RR
163,DSCT,DSCT
164,RRc,RRc
165,DSCT,RR
166,RRc,RRc
167,CEP,RRc
168,CEP,CEP
169,RRc,RRc
170,RRc,RRc
171,DSCT,DSCT
172,DSCT,CEP
173,RRc,CEP
174,RR,RRc
175,DSCT,RR
176,DSCT,CEP
177,DSCT,DSCT
178,RR,RR
179,CEP,CEP
180,CEP,CEP
181,CEP,CEP
182,DSCT,DSCT
183,RR,RR
184,RR,RR
185,DSCT,DSCT
186,RRc,RRc
187,RRc,RRc
188,CEP,CEP
189,RRc,RRc
190,RRc,RRc
191,RR,RR
192,RR,RR
193,RRc,CEP
194,DSCT,DSCT
195,RR,RRc
196,CEP,CEP
197,DSCT,DSCT
198,DSCT,DSCT
199,RRc,RRc
200,RRc,RRc
201,CEP,CEP
202,RR,RR
203,RRc,RRc
204,RRc,RRc
205,DSCT,DSCT
206,DSCT,DSCT
207,CEP,CEP
208,CEP,CEP
209,CEP,RR
210,RRc,RRc
211,RRc,RRc
212,CEP,CEP
213,RRc,RR
214,CEP,CEP
215,DSCT,RR
216,RRc,CEP
217,DSCT,CEP
218,DSCT,DSCT
219,RR,CEP
220,RRc,RRc
221,CEP,CEP
222,CEP,CEP
223,RRc,RR
224,RR,RR
225,RRc,RRc
226,RR,CEP
227,DSCT,DSCT
228,RR,RR
229,RRc,RRc
230,RR,RR
231,RR,RR
232,DSCT,DSCT
233,RRc,CEP
234,CEP,CEP
235,RRc,RRc
236,RR,RR
237,RRc,RRc
238,RR,CEP
239,RR,RR
240,RR,CEP
241,CEP,CEP
242,CEP,CEP
243,CEP,CEP
244,CEP,CEP
245,RRc,RRc
246,DSCT,DSCT
247,RR,RR
248,CEP,CEP
249,CEP,RR
250,RRc,RRc
251,CEP,CEP
252,RRc,RRc
253,RRc,RRc
254,RR,RR
255,RR,RR
256,RR,RR
257,CEP,CEP
258,RRc,RRc
259,DSCT,CEP
260,CEP,CEP
261,RRc,RRc
262,RRc,RRc
263,CEP,CEP
264,DSCT,DSCT
265,RR,CEP
266,RR,RR
267,RR,RRc
268,CEP,CEP
269,RR,RR
270,CEP,CEP
271,RRc,RRc
272,CEP,CEP
273,RRc,RRc
274,RR,RR
275,DSCT,DSCT
276,RR,CEP
277,RR,CEP
278,DSCT,CEP
279,DSCT,DSCT
280,DSCT,DSCT
281,RRc,RRc
282,CEP,CEP
283,RRc,RRc
284,RRc,RRc
285,CEP,CEP
286,RR,CEP
287,RRc,CEP
288,DSCT,DSCT
289,DSCT,DSCT
290,DSCT,DSCT
291,DSCT,DSCT
292,RR,RR
293,CEP,CEP
294,RRc,RRc
295,CEP,CEP
296,RRc,RRc
297,CEP,CEP
298,CEP,CEP
299,RRc,RRc
300,RR,CEP
301,RR,RR
302,DSCT,DSCT
303,CEP,RRc
304,CEP,CEP
305,RRc,RRc
306,DSCT,DSCT
307,RRc,RRc
308,RR,RR
309,DSCT,CEP
310,RRc,RRc
311,RRc,RRc
312,DSCT,DSCT
313,CEP,CEP
314,RRc,RRc
315,CEP,CEP
316,RR,RR
317,DSCT,RRc
318,DSCT,DSCT
319,CEP,CEP
320,RRc,RRc
321,DSCT,DSCT
322,CEP,CEP
323,RRc,RRc
324,CEP,RR
325,CEP,CEP
326,RRc,CEP
327,RRc,RRc
328,RR,CEP
329,RRc,RRc
330,CEP,CEP
331,RRc,RRc
332,CEP,CEP
333,DSCT,DSCT
334,RRc,RRc
335,DSCT,RR
336,RR,RR
337,DSCT,DSCT
338,DSCT,DSCT
339,RRc,RRc
340,RRc,CEP
341,RRc,RRc
342,RR,CEP
343,RR,RR
344,DSCT,DSCT
345,RR,CEP
346,RR,RR
347,RR,RR
348,DSCT,DSCT
349,DSCT,CEP
350,DSCT,DSCT
351,RR,RR
352,RR,CEP
353,RR,RRc
354,CEP,CEP
355,CEP,CEP
356,CEP,CEP
357,RR,RR
358,RRc,RR
359,RRc,RRc
360,RR,RR
361,RR,RR
362,DSCT,RR
363,CEP,CEP
364,RR,RRc
365,RR,RR
366,RR,RRc
367,RR,RR
368,CEP,CEP
369,DSCT,DSCT
370,CEP,CEP
371,RR,RR
372,DSCT,DSCT
373,RRc,RRc
374,RRc,CEP
375,DSCT,DSCT
376,RRc,RRc
377,RRc,RRc
378,DSCT,DSCT
379,DSCT,DSCT
380,CEP,CEP
381,RR,RR
382,DSCT,DSCT
383,RR,RR
384,RRc,RRc
385,CEP,CEP
386,RRc,RRc
387,RR,RR
388,DSCT,CEP
389,RRc,RRc
390,DSCT,DSCT
391,RR,RRc
392,RR,RR
393,RRc,RRc
394,CEP,CEP
395,RRc,RRc
396,DSCT,CEP
397,DSCT,DSCT
398,CEP,CEP
399,DSCT,DSCT
400,DSCT,DSCT
401,CEP,RR
402,RRc,RRc
403,DSCT,DSCT
404,DSCT,RR
405,RR,RR
406,RRc,RRc
407,CEP,CEP
408,RR,RR
409,DSCT,DSCT
410,RRc,RRc
411,DSCT,DSCT
412,DSCT,DSCT
413,DSCT,DSCT
414,DSCT,DSCT
415,CEP,CEP
416,CEP,CEP
417,CEP,CEP
418,CEP,CEP
419,DSCT,DSCT
420,RR,RR
421,CEP,CEP
422,RR,CEP
423,RR,RR
424,CEP,CEP
425,CEP,CEP
426,DSCT,DSCT
427,RR,RR
428,DSCT,DSCT
429,CEP,CEP
430,RRc,RRc
431,DSCT,DSCT
432,RR,RR
433,CEP,CEP
434,RRc,CEP
435,RRc,RRc
436,RR,RR
437,DSCT,DSCT
438,CEP,CEP
439,RR,RR
440,RRc,RRc
441,RR,CEP
442,DSCT,DSCT
443,RRc,RRc
444,DSCT,DSCT
445,RR,RRc
446,CEP,CEP
447,CEP,CEP
448,RR,RR
449,RR,CEP
450,DSCT,DSCT
451,DSCT,DSCT
452,RRc,RRc
453,RR,RR
454,CEP,CEP
455,CEP,CEP
456,DSCT,RR
457,CEP,CEP
458,RRc,RRc
459,RRc,RRc
460,CEP,CEP
461,RR,RR
462,RRc,RRc
463,RRc,RRc
464,CEP,CEP
465,CEP,CEP
466,CEP,CEP
467,RR,RR
468,CEP,CEP
469,DSCT,DSCT
470,RRc,RRc
471,RRc,RRc
472,DSCT,RRc
473,RR,RR
474,DSCT,DSCT
475,DSCT,DSCT
476,RR,RR
477,DSCT,DSCT
478,RR,RR
479,DSCT,DSCT
480,RRc,RR
481,RRc,RRc
482,DSCT,DSCT
483,CEP,CEP
484,DSCT,RRc
485,RR,RR
486,CEP,CEP
487,RR,CEP
488,RRc,RRc
489,DSCT,DSCT
490,DSCT,DSCT
491,RRc,RRc
492,DSCT,RRc
493,RR,RR
494,DSCT,DSCT
495,RRc,CEP
496,CEP,CEP
497,RRc,CEP
498,RR,CEP
499,RRc,RRc
500,DSCT,DSCT
501,DSCT,DSCT
502,CEP,CEP
503,RRc,CEP
504,RR,CEP
505,RRc,CEP
506,DSCT,DSCT
507,RRc,RRc
508,DSCT,DSCT
509,DSCT,RR
510,RRc,RRc
511,CEP,CEP
512,RRc,RRc
513,RR,RR
514,RRc,CEP
515,CEP,CEP
516,RRc,RRc
517,DSCT,DSCT
518,RRc,RR
519,RRc,RR
520,RRc,RRc
521,RR,CEP
522,DSCT,DSCT
523,CEP,CEP
524,DSCT,DSCT
525,RRc,CEP
526,RR,RR
527,CEP,CEP
528,RRc,RR
529,DSCT,DSCT
530,RR,RR
531,DSCT,DSCT
532,DSCT,DSCT
533,RRc,RRc
534,DSCT,DSCT
535,RRc,RRc
536,RRc,RRc
537,DSCT,DSCT
538,RR,RR
539,CEP,CEP
540,DSCT,RR
541,CEP,CEP
542,RR,RR
543,RRc,RRc
544,DSCT,DSCT
545,DSCT,DSCT
546,RRc,RRc
547,RR,RRc
548,CEP,CEP
549,RRc,RR
550,DSCT,CEP
551,RRc,RRc
552,RRc,RRc
553,RR,CEP
554,DSCT,DSCT
555,RRc,CEP
556,RR,RR
557,DSCT,CEP
558,RRc,RRc
559,RR,CEP
560,RR,RR
561,CEP,CEP
562,DSCT,RR
563,CEP,CEP
564,DSCT,DSCT
565,RRc,RRc
566,CEP,CEP
567,DSCT,DSCT
568,RRc,RRc
569,RRc,RRc
570,DSCT,CEP
571,RRc,RR
572,RR,CEP
573,RR,RR
574,CEP,CEP
575,DSCT,DSCT
576,CEP,CEP
577,CEP,CEP
578,RR,RR
579,RR,RR
580,CEP,CEP
581,DSCT,DSCT
582,RR,RR
583,DSCT,DSCT
584,CEP,CEP
585,CEP,RR
586,CEP,CEP
587,RR,RR
588,RR,RR
589,RRc,RRc
590,RR,RRc
591,DSCT,DSCT
592,RR,RR
593,CEP,CEP
594,RR,RR
595,CEP,CEP
596,RR,RRc
597,RR,RR
598,DSCT,RR
599,RRc,RRc
600,DSCT,DSCT
601,DSCT,RR
602,CEP,CEP
603,RR,RRc
604,CEP,CEP
605,DSCT,DSCT
606,CEP,CEP
607,RRc,RRc
608,DSCT,DSCT
609,RR,RR
610,CEP,CEP
611,RRc,RRc
612,RRc,RR
613,CEP,CEP
614,RR,RRc
615,CEP,CEP
616,DSCT,DSCT
617,CEP,CEP
618,DSCT,DSCT
619,CEP,CEP
620,RRc,RRc
621,CEP,CEP
622,CEP,CEP
623,RRc,CEP
624,CEP,CEP
625,RRc,CEP
626,RR,RRc
627,RR,CEP
628,DSCT,RRc
629,RR,RR
630,DSCT,DSCT
631,RRc,RRc
632,RR,RRc
633,DSCT,DSCT
634,CEP,CEP
635,RRc,RRc
636,RR,CEP
637,RR,RR
638,RR,CEP
639,DSCT,CEP
640,CEP,CEP
641,RR,CEP
642,RR,RR
643,CEP,CEP
644,RR,RR
645,RRc,RRc
646,DSCT,CEP
647,RR,RR
648,RR,RR
649,CEP,CEP
650,DSCT,RR
651,DSCT,DSCT
652,RRc,CEP
653,RR,RR
654,RRc,RRc
655,CEP,CEP
656,CEP,CEP
657,RR,CEP
658,CEP,CEP
659,DSCT,CEP
660,CEP,CEP
661,CEP,CEP
662,RR,RR
663,CEP,CEP
664,RR,RR
665,DSCT,CEP
666,RR,RR
667,RRc,RRc
668,RR,CEP
669,RRc,RRc
670,DSCT,CEP
671,CEP,CEP
672,RRc,RRc
673,CEP,CEP
674,CEP,CEP
675,CEP,CEP
676,CEP,CEP
677,RRc,RRc
678,DSCT,DSCT
679,RRc,RRc
680,RRc,RRc
681,DSCT,RR
682,CEP,CEP
683,DSCT,DSCT
684,CEP,CEP
685,RRc,RRc
686,DSCT,DSCT
687,CEP,CEP
688,CEP,CEP
689,DSCT,DSCT
690,DSCT,DSCT
691,DSCT,DSCT
692,RR,RRc
693,DSCT,DSCT
694,RR,RR
695,DSCT,DSCT
696,DSCT,DSCT
697,DSCT,RR
698,CEP,RR
699,DSCT,DSCT
700,CEP,CEP
701,RRc,CEP
702,RRc,RRc
703,RRc,RRc
704,DSCT,DSCT
705,RRc,RRc
706,DSCT,DSCT
707,RRc,RRc
708,DSCT,DSCT
709,CEP,CEP
710,CEP,CEP
711,RR,RR
712,DSCT,DSCT
713,RRc,CEP
714,RR,RR
715,DSCT,DSCT
716,RR,CEP
717,DSCT,DSCT
718,RR,RR
719,DSCT,DSCT
720,RRc,RR
721,CEP,CEP
722,DSCT,DSCT
723,RR,RR
724,RR,RR
725,RRc,RRc
726,CEP,CEP
727,RR,RR
728,CEP,CEP
729,RR,RR
730,DSCT,DSCT
731,DSCT,DSCT
732,RRc,RRc
733,RRc,RRc
734,RRc,RRc
735,CEP,CEP
736,CEP,CEP
