,class,pred
151,CEP,CEP
152,RR,RR
153,RR,RR
154,RR,CEP
155,RRc,RRc
156,RR,RRc
157,RR,RR
158,CEP,CEP
159,DSCT,DSCT
160,DSCT,DSCT
161,DSCT,DSCT
162,CEP,CEP
163,DSCT,DSCT
164,CEP,RR
165,RRc,RRc
166,RR,CEP
167,RR,RR
168,RR,RR
169,RR,CEP
170,RR,CEP
171,RRc,RRc
172,RRc,RRc
173,RR,RR
174,RRc,DSCT
175,DSCT,DSCT
176,DSCT,DSCT
177,RRc,CEP
178,CEP,CEP
179,CEP,CEP
180,DSCT,DSCT
181,DSCT,DSCT
182,RRc,CEP
183,RRc,RRc
184,RR,RR
185,RRc,CEP
186,CEP,CEP
187,DSCT,DSCT
188,RR,RR
189,DSCT,DSCT
190,RRc,RRc
191,DSCT,DSCT
192,DSCT,DSCT
193,CEP,CEP
194,DSCT,DSCT
195,RR,CEP
196,RRc,CEP
197,RRc,RRc
198,RRc,CEP
199,CEP,CEP
200,DSCT,DSCT
201,RR,CEP
202,DSCT,DSCT
203,RRc,RRc
204,CEP,CEP
205,DSCT,DSCT
206,RRc,RRc
207,DSCT,DSCT
208,RR,CEP
209,RRc,RRc
210,DSCT,DSCT
211,RRc,RRc
212,RRc,RRc
213,RRc,CEP
214,RRc,CEP
215,RRc,RRc
216,RRc,RRc
217,RRc,RRc
218,CEP,CEP
219,RRc,RRc
220,CEP,CEP
221,RR,RRc
222,RR,RR
223,CEP,CEP
224,RRc,RRc
225,RRc,RRc
226,RR,CEP
227,RR,RR
228,CEP,CEP
229,RR,CEP
230,RR,CEP
231,CEP,CEP
232,RRc,RRc
233,DSCT,DSCT
234,RR,RR
235,RRc,RRc
236,RRc,CEP
237,DSCT,DSCT
238,RRc,RRc
239,CEP,CEP
240,RRc,RR
241,DSCT,DSCT
242,CEP,CEP
243,CEP,CEP
244,RR,RR
245,DSCT,DSCT
246,CEP,CEP
247,DSCT,DSCT
248,RRc,RRc
249,CEP,CEP
250,CEP,RR
251,DSCT,DSCT
252,RR,RRc
253,RRc,CEP
254,RRc,CEP
255,RRc,RR
256,DSCT,DSCT
257,DSCT,DSCT
258,CEP,CEP
259,RRc,RRc
260,CEP,CEP
261,CEP,CEP
262,RRc,RRc
263,RRc,RRc
264,RR,CEP
265,DSCT,DSCT
266,RRc,RRc
267,RR,RR
268,RR,CEP
269,RR,RRc
270,DSCT,DSCT
271,RRc,CEP
272,CEP,CEP
273,CEP,CEP
274,DSCT,DSCT
275,RRc,RRc
276,DSCT,DSCT
277,RR,RR
278,CEP,CEP
279,RRc,RRc
280,RRc,RRc
281,DSCT,DSCT
282,DSCT,DSCT
283,CEP,CEP
284,DSCT,DSCT
285,RRc,RRc
286,RRc,RRc
287,RRc,RRc
288,CEP,CEP
289,RR,RR
290,CEP,CEP
291,RR,CEP
292,CEP,CEP
293,DSCT,DSCT
294,RR,RR
295,RR,CEP
296,CEP,CEP
297,RRc,RRc
298,DSCT,DSCT
299,RR,CEP
300,CEP,CEP
301,RRc,RRc
302,RR,RR
303,RRc,RRc
304,RRc,RRc
305,DSCT,DSCT
306,CEP,CEP
307,RR,CEP
308,RRc,RRc
309,RRc,RRc
310,RR,RR
311,CEP,CEP
312,RRc,RRc
313,DSCT,DSCT
314,CEP,CEP
315,RRc,RRc
316,RR,RR
317,RRc,RRc
318,CEP,CEP
319,RRc,RR
320,RR,CEP
321,RR,RR
322,RR,RR
323,RRc,CEP
324,RRc,CEP
325,CEP,CEP
326,RR,RR
327,DSCT,DSCT
328,RRc,RRc
329,DSCT,DSCT
330,CEP,CEP
331,RR,RR
332,DSCT,DSCT
333,CEP,RR
334,DSCT,DSCT
335,RR,RR
336,DSCT,DSCT
337,RRc,RR
338,DSCT,DSCT
339,CEP,CEP
340,DSCT,DSCT
341,RRc,RRc
342,CEP,CEP
343,CEP,CEP
344,CEP,CEP
345,CEP,CEP
346,RR,RR
347,DSCT,DSCT
348,CEP,RRc
349,RR,RR
350,RRc,RRc
351,DSCT,DSCT
352,RRc,RRc
353,CEP,CEP
354,RRc,RRc
355,RR,CEP
356,RR,RR
357,CEP,CEP
358,DSCT,DSCT
359,RR,RR
360,DSCT,DSCT
361,DSCT,DSCT
362,RR,RR
363,RRc,RRc
364,CEP,RRc
365,RR,RR
366,RR,RR
367,DSCT,DSCT
368,RR,RR
369,RR,RR
370,RRc,RRc
371,CEP,CEP
372,RR,RR
373,DSCT,DSCT
374,RR,RR
375,CEP,CEP
376,DSCT,DSCT
377,RR,CEP
378,RRc,RRc
379,CEP,CEP
380,RRc,RRc
381,CEP,CEP
382,RRc,RRc
383,CEP,CEP
384,CEP,RRc
385,RR,RR
386,CEP,CEP
387,RRc,RRc
388,DSCT,DSCT
389,CEP,CEP
390,DSCT,DSCT
391,RRc,RRc
392,DSCT,DSCT
393,RR,RR
394,CEP,CEP
395,RR,RR
396,CEP,CEP
397,RR,CEP
398,RRc,RRc
399,RR,RR
400,DSCT,DSCT
401,RRc,RRc
402,RRc,RRc
403,RR,RR
404,DSCT,DSCT
405,DSCT,DSCT
406,CEP,CEP
407,DSCT,DSCT
408,DSCT,DSCT
409,CEP,CEP
410,RRc,RRc
411,RRc,RRc
412,CEP,CEP
413,DSCT,DSCT
414,RR,RR
415,RR,RR
416,RR,RR
417,DSCT,DSCT
418,DSCT,DSCT
419,RRc,CEP
420,RRc,RRc
421,RR,RR
422,RR,CEP
423,CEP,RRc
424,DSCT,DSCT
425,RR,CEP
426,DSCT,DSCT
427,RR,DSCT
428,DSCT,RRc
429,DSCT,DSCT
430,CEP,CEP
431,RRc,CEP
432,CEP,CEP
433,RR,RR
434,DSCT,DSCT
435,RR,RRc
436,RR,CEP
437,DSCT,DSCT
438,RRc,RRc
439,RR,RR
440,RR,RR
441,RR,CEP
442,RR,RR
443,CEP,CEP
444,RRc,RRc
445,RR,RRc
446,RRc,RRc
447,RRc,RRc
448,RR,RRc
449,DSCT,DSCT
450,RR,RRc
451,RRc,CEP
452,RR,RR
453,RR,CEP
454,RR,CEP
455,CEP,CEP
456,RR,RR
457,DSCT,DSCT
458,RR,RRc
459,RRc,RRc
460,CEP,RRc
461,CEP,CEP
462,CEP,CEP
463,DSCT,DSCT
464,CEP,CEP
465,RR,RR
466,DSCT,CEP
467,DSCT,DSCT
468,RRc,RRc
469,DSCT,DSCT
470,CEP,CEP
471,RR,RR
472,RR,RRc
473,RRc,RRc
474,RR,RR
475,CEP,RRc
476,CEP,CEP
477,CEP,CEP
478,RR,RR
479,CEP,CEP
480,CEP,CEP
481,CEP,CEP
482,DSCT,DSCT
483,CEP,CEP
484,RRc,RRc
485,RR,RR
486,RRc,RRc
487,CEP,CEP
488,DSCT,CEP
489,RR,RR
490,RRc,RRc
491,CEP,CEP
492,RR,CEP
493,RRc,RRc
494,RR,RR
495,RR,CEP
496,DSCT,DSCT
497,CEP,CEP
498,RR,RR
499,CEP,CEP
500,CEP,CEP
501,DSCT,RRc
502,RR,RR
503,RRc,RRc
504,CEP,CEP
505,RRc,RRc
506,RR,RRc
507,CEP,CEP
508,CEP,CEP
509,RR,RR
510,CEP,RRc
511,RR,RR
512,RRc,RRc
513,DSCT,DSCT
514,DSCT,DSCT
515,RRc,CEP
516,CEP,CEP
517,RR,RR
518,RR,RRc
519,RRc,RRc
520,DSCT,DSCT
521,CEP,CEP
522,RR,CEP
523,RR,RRc
524,RRc,RRc
525,CEP,CEP
526,RR,CEP
527,DSCT,DSCT
528,RRc,CEP
529,RRc,RRc
530,RRc,RRc
531,CEP,CEP
532,RRc,RRc
533,RRc,CEP
534,RR,CEP
535,RRc,RRc
536,DSCT,DSCT
537,CEP,CEP
538,RR,RRc
539,RRc,RRc
540,RR,CEP
541,RR,RR
542,RRc,RRc
543,CEP,CEP
544,RRc,RRc
545,RRc,RRc
546,RR,CEP
547,RRc,CEP
548,RRc,RRc
549,RRc,RRc
550,CEP,CEP
551,CEP,CEP
552,DSCT,DSCT
553,CEP,CEP
554,DSCT,DSCT
555,DSCT,DSCT
556,CEP,CEP
557,DSCT,DSCT
558,CEP,CEP
559,RRc,DSCT
560,RR,RR
561,CEP,CEP
562,RRc,RRc
563,DSCT,DSCT
564,RRc,RRc
565,DSCT,DSCT
566,DSCT,DSCT
567,CEP,CEP
568,CEP,CEP
569,RR,RR
570,DSCT,DSCT
571,CEP,CEP
572,RR,CEP
573,DSCT,DSCT
574,RR,RR
575,RRc,DSCT
576,CEP,CEP
577,CEP,CEP
578,CEP,CEP
579,RRc,RRc
580,CEP,CEP
581,DSCT,DSCT
582,RRc,RR
583,DSCT,DSCT
584,RR,CEP
585,RR,CEP
586,DSCT,DSCT
587,RRc,RRc
588,RR,RR
589,RR,RR
590,RRc,RRc
591,RRc,RRc
592,RR,CEP
593,RR,RR
594,RR,RR
595,CEP,CEP
596,RR,RR
597,CEP,CEP
598,DSCT,DSCT
599,RRc,RRc
600,RRc,RRc
601,RR,RR
602,RRc,RRc
603,RRc,RRc
604,RR,RRc
605,RR,CEP
606,DSCT,DSCT
607,DSCT,DSCT
608,DSCT,DSCT
609,CEP,CEP
610,RRc,DSCT
611,RR,RRc
612,RR,CEP
613,DSCT,DSCT
614,CEP,CEP
615,RR,RR
616,CEP,RR
617,RR,RRc
618,RR,RR
619,RR,CEP
620,CEP,RR
621,CEP,CEP
622,RR,RR
623,RR,CEP
624,RR,RR
625,DSCT,DSCT
626,DSCT,DSCT
627,CEP,CEP
628,DSCT,DSCT
629,CEP,CEP
630,DSCT,DSCT
631,DSCT,DSCT
632,DSCT,DSCT
633,DSCT,DSCT
634,DSCT,DSCT
635,DSCT,DSCT
636,RRc,RRc
637,RRc,RRc
638,DSCT,DSCT
639,DSCT,DSCT
640,CEP,CEP
641,DSCT,DSCT
642,CEP,RR
643,CEP,CEP
644,CEP,CEP
645,RR,RR
646,RR,RR
647,DSCT,DSCT
648,RR,CEP
649,DSCT,DSCT
650,DSCT,DSCT
651,DSCT,DSCT
652,RR,RR
653,RR,CEP
654,CEP,CEP
655,RR,RR
656,DSCT,DSCT
657,DSCT,DSCT
658,DSCT,DSCT
659,RR,RRc
660,DSCT,DSCT
661,DSCT,DSCT
662,RR,RR
663,RRc,CEP
664,DSCT,DSCT
665,CEP,CEP
666,DSCT,DSCT
667,DSCT,DSCT
668,CEP,CEP
669,RR,RR
670,DSCT,DSCT
671,CEP,CEP
672,RRc,RRc
673,RRc,RRc
674,RR,RR
675,RRc,RRc
676,RR,RRc
677,DSCT,DSCT
678,RRc,RRc
679,CEP,CEP
680,DSCT,DSCT
681,RRc,CEP
682,RRc,RRc
683,CEP,CEP
684,RR,RRc
685,RRc,RRc
686,RR,RR
687,CEP,CEP
688,CEP,CEP
689,CEP,CEP
690,RR,RRc
691,RR,CEP
692,DSCT,DSCT
693,RRc,RRc
694,RRc,RRc
695,DSCT,DSCT
696,DSCT,DSCT
697,CEP,CEP
698,CEP,CEP
699,CEP,CEP
700,DSCT,DSCT
701,DSCT,DSCT
702,RRc,RRc
703,CEP,CEP
704,RR,CEP
705,RRc,RRc
706,DSCT,DSCT
707,CEP,CEP
708,RR,CEP
709,RRc,RRc
710,DSCT,DSCT
711,CEP,CEP
712,DSCT,DSCT
713,RRc,CEP
714,RR,RR
715,RRc,DSCT
716,RRc,RRc
717,RRc,RRc
718,CEP,CEP
719,RR,CEP
720,RR,RR
721,CEP,CEP
722,RRc,RRc
723,DSCT,DSCT
724,RRc,RRc
725,RRc,RRc
726,DSCT,DSCT
727,RR,RR
728,CEP,CEP
729,DSCT,DSCT
730,RRc,RRc
731,DSCT,DSCT
732,RR,RR
733,RRc,RRc
734,CEP,CEP
735,DSCT,DSCT
736,RR,RRc
